fra;jour;P_f;P_h;P;pop_f;pop_h;cl_age90;pop
FR;2021-02-27;1168;1085;2254;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-02-27;1197;1120;2318;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-02-27;975;1009;1986;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-02-27;732;658;1397;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-02-27;389;397;786;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-02-27;270;191;461;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-02-27;107;65;172;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-02-27;7414;7044;14523;34692807.7476749;32422187.2523251;0;67114995
FR;2021-02-28;66;77;144;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-02-28;186;194;380;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-02-28;289;253;542;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-02-28;281;251;532;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-02-28;256;229;486;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-02-28;187;226;413;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-02-28;163;166;329;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-02-28;103;107;210;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-02-28;110;89;199;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-02-28;66;32;98;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-02-28;1708;1625;3335;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-01;667;647;1348;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-01;2096;2111;4262;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-01;2657;2358;5028;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-01;2772;2355;5137;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-01;2675;2324;5021;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-01;2367;2193;4566;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-01;1672;1605;3286;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-01;945;903;1850;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-01;632;412;1044;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-01;261;118;379;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-01;16747;15033;31932;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-02;493;525;1054;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-02;1614;1629;3297;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-02;2206;1890;4108;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-02;2083;1855;3946;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-02;2051;1661;3727;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-02;1697;1669;3380;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-02;1247;1128;2387;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-02;781;726;1510;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-02;513;354;867;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-02;303;104;407;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-02;12991;11544;24695;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-03;517;569;1111;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-03;1686;1712;3460;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-03;2102;1947;4061;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-03;2007;1828;3843;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-03;1884;1671;3557;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-03;1655;1540;3201;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-03;1113;1044;2169;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-03;689;603;1294;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-03;404;304;710;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-03;191;78;269;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-03;12250;11300;23684;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-04;515;591;1128;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-04;1659;1689;3403;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-04;2175;1933;4118;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-04;2019;1756;3783;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-04;1976;1672;3660;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-04;1571;1570;3152;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-04;1170;1061;2244;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-04;684;573;1258;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-04;480;302;782;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-04;206;87;293;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-04;12459;11240;23831;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-05;651;745;1426;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-05;1796;1891;3735;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-05;2229;1939;4177;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-05;2110;1809;3932;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-05;2026;1734;3768;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-05;1739;1759;3505;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-05;1275;1151;2434;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-05;769;712;1483;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-05;477;315;793;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-05;209;85;294;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-05;13289;12142;25585;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-06;345;423;796;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-06;1118;1149;2291;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-06;1363;1181;2546;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-06;1287;1155;2442;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-06;1289;1196;2485;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-06;1116;1050;2169;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-06;725;714;1444;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-06;455;410;865;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-06;304;184;488;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-06;104;59;163;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-06;8107;7523;15692;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-07;94;98;192;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-07;247;203;451;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-07;281;250;531;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-07;332;277;609;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-07;267;271;538;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-07;241;234;475;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-07;162;160;322;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-07;95;100;195;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-07;114;100;214;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-07;56;24;80;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-07;1889;1717;3607;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-08;793;767;1601;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-08;2403;2381;4845;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-08;2930;2606;5549;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-08;2957;2539;5507;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-08;2879;2670;5555;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-08;2458;2397;4869;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-08;1643;1577;3228;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-08;1001;904;1908;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-08;529;395;925;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-08;258;86;344;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-08;17853;16325;34339;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-09;633;712;1387;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-09;1966;2090;4131;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-09;2303;2224;4539;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-09;2266;1998;4275;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-09;2261;2013;4282;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-09;1959;1852;3820;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-09;1371;1295;2684;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-09;804;713;1519;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-09;561;367;929;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-09;251;98;349;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-09;14380;13364;27930;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-10;673;774;1489;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-10;2059;2066;4187;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-10;2637;2253;4905;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-10;2401;2093;4506;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-10;2238;2091;4340;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-10;1888;1826;3720;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-10;1272;1230;2517;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-10;774;640;1416;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-10;493;340;834;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-10;213;95;309;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-10;14651;13411;28230;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-11;733;850;1634;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-11;2216;2430;4703;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-11;2889;2710;5607;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-11;2637;2391;5038;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-11;2498;2233;4739;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-11;2049;1916;3971;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-11;1438;1277;2730;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-11;770;738;1510;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-11;476;297;778;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-11;207;108;315;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-11;15916;14954;31033;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-12;953;998;2008;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-12;2512;2548;5127;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-12;2839;2514;5361;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-12;2710;2436;5156;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-12;2513;2291;4817;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-12;2160;2074;4247;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-12;1499;1395;2912;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-12;810;723;1541;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-12;508;329;839;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-12;208;95;303;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-12;16715;15408;32323;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-13;567;581;1175;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-13;1563;1555;3172;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-13;1827;1616;3445;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-13;1879;1521;3402;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-13;1691;1577;3274;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-13;1557;1472;3034;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-13;912;890;1812;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-13;521;495;1016;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-13;301;197;499;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-13;109;61;170;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-13;10927;9967;21002;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-14;131;131;270;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-14;306;297;614;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-14;414;388;807;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-14;463;448;916;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-14;416;386;804;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-14;328;320;649;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-14;180;220;404;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-14;119;167;286;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-14;107;100;207;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-14;61;25;86;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-14;2525;2483;5045;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-15;1151;1151;2365;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-15;3008;3166;6279;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-15;3835;3378;7227;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-15;3978;3492;7480;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-15;3743;3356;7114;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-15;3198;3107;6315;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-15;2221;1926;4171;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-15;1168;1125;2299;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-15;670;495;1170;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-15;303;125;430;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-15;23277;21325;44856;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-16;992;1078;2122;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-16;2597;2744;5419;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-16;3117;2784;5916;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-16;3141;2538;5694;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-16;2768;2634;5419;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-16;2360;2256;4623;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-16;1697;1468;3184;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-16;845;818;1668;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-16;570;357;927;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-16;281;107;388;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-16;18373;16789;35372;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-17;874;1012;1943;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-17;2502;2557;5153;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-17;2907;2637;5554;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-17;2860;2467;5345;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-17;2736;2315;5064;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-17;2223;2034;4267;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-17;1447;1347;2810;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-17;786;684;1477;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-17;498;369;869;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-17;225;98;323;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-17;17064;15525;32816;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-18;1090;1162;2311;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-18;2716;2663;5477;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-18;2985;2668;5665;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-18;3061;2487;5560;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-18;2729;2379;5124;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-18;2246;2091;4352;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-18;1593;1504;3114;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-18;859;737;1599;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-18;538;332;873;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-18;262;97;359;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-18;18084;16125;34444;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-19;1312;1273;2648;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-19;2851;3064;6032;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-19;2947;2709;5672;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-19;3288;2586;5888;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-19;2965;2583;5562;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-19;2438;2281;4737;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-19;1678;1553;3252;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-19;877;809;1690;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-19;530;360;892;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-19;257;102;362;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-19;19145;17325;36747;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-20;694;738;1469;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-20;1862;1840;3765;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-20;1803;1603;3413;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-20;2006;1662;3675;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-20;1920;1793;3718;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-20;1579;1544;3126;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-20;1008;987;2011;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-20;532;525;1059;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-20;311;198;509;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-20;143;55;198;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-20;11859;10948;22948;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-21;142;182;328;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-21;351;359;714;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-21;451;374;825;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-21;541;446;990;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-21;439;434;875;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-21;333;324;659;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-21;225;247;474;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-21;147;167;314;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-21;132;100;232;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-21;75;21;96;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-21;2836;2655;5508;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-22;1562;1570;3200;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-22;3900;4079;8106;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-22;4242;3586;7845;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-22;4705;4003;8728;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-22;4598;4117;8730;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-22;3698;3553;7270;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-22;2388;2341;4759;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-22;1268;1231;2502;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-22;723;502;1228;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-22;346;136;484;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-22;27433;25129;52868;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-23;1258;1390;2717;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-23;3462;3575;7139;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-23;3509;3093;6630;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-23;3876;3155;7055;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-23;3616;3273;6908;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-23;2974;2703;5693;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-23;1853;1844;3729;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-23;1018;988;2007;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-23;640;371;1014;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-23;307;119;426;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-23;22518;20518;43338;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-24;1197;1334;2588;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-24;3456;3527;7103;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-24;3555;3148;6724;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-24;3712;3092;6815;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-24;3426;3035;6479;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-24;2774;2658;5444;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-24;1773;1712;3515;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-24;981;906;1890;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-24;642;398;1041;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-24;271;104;375;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-24;21793;19921;41987;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-25;1369;1415;2848;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-25;3514;3700;7317;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-25;3547;3253;6825;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-25;3788;3195;6999;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-25;3528;3120;6661;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-25;2803;2686;5500;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-25;1925;1773;3734;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-25;927;891;1821;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-25;595;359;955;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-25;277;113;390;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-25;22282;20509;43065;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-26;1534;1591;3207;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-26;3974;4118;8228;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-26;3598;3139;6751;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-26;3979;3170;7167;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-26;3620;3300;6941;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-26;2888;2791;5701;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-26;1998;1865;3887;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-26;1002;924;1929;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-26;621;426;1049;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-26;277;112;389;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-26;23499;21438;45264;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-27;847;881;1759;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-27;2343;2346;4768;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-27;2265;2034;4305;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-27;2421;2125;4554;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-27;2386;2143;4535;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-27;1849;1857;3710;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-27;1202;1078;2303;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2021-03-27;643;542;1188;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2021-03-27;346;252;598;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2021-03-27;153;73;226;672069.992695578;240510.613577276;90;912580.606272853
FR;2021-03-27;14459;13332;27953;34692807.7476749;32422187.2523251;0;67114995
FR;2021-03-28;173;198;377;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2021-03-28;371;382;759;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2021-03-28;464;342;815;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2021-03-28;509;427;938;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2021-03-28;475;463;945;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2021-03-28;319;343;665;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2021-03-28;256;213;470;4209745.81020426;3794336.95009999;69;8004082.76030424
